taxpayer_id;personal_type_x;personal_id;customer_id;sbs_customer_id;segmento;admission_date;company_economic_activity_id_x;spanish_sector_company_name;employees_number;branches_number;activity_start_date;seniority_company_years_number;company_size_desc;foreign_company_mark_type;department_name;province_name;district_name;private_public_mark_desc;market_share_per;ebitda_2014_amount;ebitda_2013_amount;ranking_2017_number;ranking_2016_number;ranking_2015_number;ranking_2014_number;ranking_2013_number;ranking_2012_number;ranking_2011_number;ranking_2010_number;ranking_number;min_usd_billing_2017_amount;min_usd_billing_2016_amount;min_usd_billing_2015_amount;min_usd_billing_2014_amount;min_usd_billing_2013_amount;min_usd_billing_amount;max_usd_billing_2017_amount;max_usd_billing_2016_amount;max_usd_billing_2015_amount;max_usd_billing_2014_amount;max_usd_billing_2013_amount;max_usd_billing_amount;min_pen_billing_2017_amount;min_pen_billing_2016_amount;min_pen_billing_2015_amount;min_pen_billing_2014_amount;min_pen_billing_2013_amount;min_pen_billing_amount;max_pen_billing_2017_amount;max_pen_billing_2016_amount;max_pen_billing_2015_amount;max_pen_billing_2014_amount;max_pen_billing_2013_amount;max_pen_billing_amount;income_2017_amount;income_2016_amount;income_2015_amount;income_2014_amount;income_2013_amount;income_2012_amount;income_2011_amount;income_2010_amount;income_2009_amount;income_2008_amount;income_2007_amount;income_2006_amount;income_2005_amount;income_2004_amount;income_2003_amount;income_2002_amount;income_2001_amount;income_2000_amount;income_amount;net_profit_2017_amount;net_profit_2016_amount;net_profit_2015_amount;net_profit_2014_amount;net_profit_2013_amount;net_profit_2012_amount;net_profit_2011_amount;net_profit_2010_amount;net_profit_2009_amount;net_profit_2008_amount;net_profit_2007_amount;net_profit_2006_amount;net_profit_2005_amount;net_profit_2004_amount;net_profit_2003_amount;net_profit_2002_amount;net_profit_2001_amount;net_profit_2000_amount;net_profit_amount;assets_2016_amount;assets_2015_amount;assets_2014_amount;assets_2013_amount;assets_2012_amount;assets_2011_amount;assets_2010_amount;assets_2009_amount;assets_2008_amount;assets_2007_amount;assets_2006_amount;assets_2005_amount;assets_2004_amount;assets_2003_amount;assets_2002_amount;assets_2001_amount;assets_2000_amount;assets_amount;equity_2016_amount;equity_2015_amount;equity_2014_amount;equity_2013_amount;equity_2012_amount;equity_2011_amount;equity_2010_amount;equity_2009_amount;equity_2008_amount;equity_2007_amount;equity_2006_amount;equity_2005_amount;equity_2004_amount;equity_2003_amount;equity_2002_amount;equity_2001_amount;equity_2000_amount;equity_amount;liabilities_2016_amount;liabilities_2015_amount;liabilities_2014_amount;liabilities_2013_amount;liabilities_2012_amount;liabilities_2011_amount;liabilities_2010_amount;liabilities_2009_amount;liabilities_2008_amount;liabilities_2007_amount;liabilities_2006_amount;liabilities_2005_amount;liabilities_2004_amount;liabilities_2003_amount;liabilities_2002_amount;liabilities_2001_amount;liabilities_amount;exporter_mark_type;usd_export_2017_amount;usd_export_2016_amount;usd_export_2015_amount;usd_export_2014_amount;usd_export_2013_amount;usd_export_2012_amount;usd_export_2011_amount;usd_export_2010_amount;usd_export_2009_amount;usd_export_2008_amount;usd_export_2007_amount;usd_export_2006_amount;usd_export_2005_amount;usd_export_2004_amount;usd_export_2003_amount;usd_export_2002_amount;usd_export_2001_amount;usd_export_2000_amount;usd_export_1999_amount;usd_export_1998_amount;usd_export_1997_amount;usd_export_1996_amount;usd_export_1995_amount;usd_export_1994_amount;usd_export_1993_amount;usd_export;importer_mark_type;usd_import_2017_amount;usd_import_2016_amount;usd_import_2015_amount;usd_import_2014_amount;usd_import_2013_amount;usd_import_2012_amount;usd_import_2011_amount;usd_import_2010_amount;usd_import_2009_amount;usd_import_2008_amount;usd_import_2007_amount;usd_import_2006_amount;usd_import_2005_amount;usd_import_2004_amount;usd_import_2003_amount;usd_import_2002_amount;usd_import_2001_amount;usd_import_2000_amount;usd_import_1999_amount;usd_import_1998_amount;usd_import_1997_amount;usd_import_1996_amount;usd_import_1995_amount;usd_import_1994_amount;usd_import_1993_amount;usd_import_amount;state_sales_2016_amount;state_sales_2015_amount;state_sales_2014_amount;state_sales_2013_amount;state_sales_2012_amount;state_sales_2011_amount;state_sales_2010_amount;state_sales_2009_amount;state_sales_2008_amount;state_sales_2007_amount;state_sales_2006_amount;state_sales_2005_amount;state_sales_2004_amount;state_sales_2003_amount;state_sales_2002_amount;;roe_2016_per;roe_2015_per;roe_2014_per;roe_2013_per;roe_2012_per;roe_2011_per;roe_2010_per;roe_2009_per;roe_2008_per;roe_2007_per;roe_2006_per;roe_2005_per;roe_2004_per;roe_2003_per;roe_2002_per;roe_2001_per;roe_2000_per;roe_per;pbi_sector_2016_per;pbi_sector_2015_per;pbi_sector_2014_per;pbi_sector_2013_per;pbi_sector_2012_per;pbi_sector_2011_per;pbi_sector_2010_per;pbi_sector_2009_per;pbi_sector_2008_per;pbi_sector_2007_per;pbi_sector_per;personal_type_y;personal_id_x_x;taxpayer_start_date_x;taxpayer_end_date_x;comm_start_date_x;company_economic_activity_id_y
83717990905;R;83717990905;95516935;7023411478.0;NEGOCIO;28/04/1993;6599;INTERMEDIACION FINANCIERA;2.0;1.0;27/03/1982;36.0;Peque̱a empresa / Small-size Company;;Arequipa;Arequipa;Gp5M4HAR;PRIVADA;1.411.641.601;2364000.0;3971000.0;;939;;;;;;;939;;34962963;;;;34962963;;38814814;;;;38814814;;118000000;;;;118000000;;130999999;;;;130999999;0;122158420;0;2364000;1406000;1188000;1631000;0;0;2477810;0;3539740;0;0;0;9298653;0;0;8003534,611;0;0;0;3467000;-598000;25385000;31751000;0;0;0;0;0;0;0;0;0;0;0;3333611,111;0;0;242540000;217939000;212026000;192091000;0;0;0;0;0;0;0;0;0;0;0;48033111,11;0;0;223501000;200433000;201031000;175566000;0;0;0;0;0;0;0;0;0;0;0;47090058,82;0;0;19039000;17506000;10995000;16525000;0;0;0;0;0;0;0;0;0;0;3768529,412;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1.551.223.484;-0.298354063;1.262.740.572;1.808.493.672;;;;;;;;;;;;385204810,7;6;5,5;9,7;0;9,2;0;11,3;11,6;15,4;13,5;8,22;8;83717990905;18/01/1993;31/12/9999;27/03/1982;65994
37825149798;R;37825149798;52189858;9469514819.0;NEGOCIO;06/07/1998;6023;TRANSPORTE;17.0;1.0;10/03/1980;38.0;Mediana empresa / Medium-size Company;;Lima;Lima;hYI;PRIVADA;0.045531605999999995;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;4047500;5656475;4990920;6139510;10876560;0;3652939;3117113;0;0;2137834,278;0;0;0;0;0;0;0;0;0;0;0;106690;0;0;322533;0;0;0;23845,72222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1897164;0;0;1402016;0;0;0;194069,4118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25145;0;0;0;0;1005,8;;;;;;;;;;;5.623.657.206;;;2.300.494.431;;;;792415163,7;0;3,4;0;0;0;0;0;0;0;0;0,34;8;37825149798;27/01/1993;31/12/9999;10/03/1980;60230
38694502493;R;38694502493;16772142;1764836451.0;NEGOCIO;10/02/1995;7010;INMOBILIARIAS;9.0;1.0;01/06/1975;43.0;Peque̱a empresa / Small-size Company;;Lima;Callao;0hlS247kOl;PRIVADA;0.063276472;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;7066141;5505497;4806710;4125020;0;5072755;8648507;9237819;9204750;2981511,056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5893717;0;327428,7222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2790408;0;164141,6471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3005267;176780,4118;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IMPORTADORA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43173,55;0;1726,942;933570,82;827458;0;0;0;0;0;0;0;0;0;0;0;0;0;70441,1528;;;;;;;;;;;;;;;;0.0;;0;3,4;3,9;0;0;0;0;2,4;2,6;2,3;3,3;1,79;8;38694502493;27/01/1993;31/12/9999;01/06/1975;70109
73567355893;R;73567355893;38901020;8715608461.0;NEGOCIO;15/08/1997;1711;TEXTILES;;1.0;31/12/9999;51.0;Peque̱a empresa / Small-size Company;;Lima;Lima;cd0 wS0I2;PRIVADA;0.251180815;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;0;0;0;0;0;0;45336000;31075000;26607540;53683570;69948230;54927190;51004900;53572696;48324944;47759936;0;0;26791111,44;0;0;0;0;0;0;0;0;0;0;0;740880;891800;2374243;1788654;0;0;0;321976,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34390920;32631257;31383136;27651757;25355984;0;0;8906650,235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EXPORTADORA;0;0;0;0;11300;0;1796966,18;2530949,77;1071944,83;3898007,78;0;2252517,94;1667243,09;3567916,67;2644558,13;573350,07;1429561,04;1057946,3;50869,17;23628,12;642389,38;0;0;0;0;928765,9388;IMPORTADORA;0;0;0;0;0;320827,72;6908199,1;7172553,08;3196399,81;4498973,91;9316315,5;8337343,18;7426936,12;5734403,82;4260793,7;6115239,74;5362317,06;3914294;2132277,96;3291128,66;103862,03;0;0;0;0;3123674,616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;21.542.895.619.999.900;27.329.624.480.000.000;7.565.346.561;6.468.500.356;0.0;;;3,75943E+15;2;-6,5;-10,2;0;-12,4;-9;4,8;36,6;-24,7;-6,5;-2,59;8;73567355893;27/01/1993;31/12/9999;25/08/1967;17117
28600832101;R;28600832101;45147453;;NEGOCIO;13/01/1997;7010;INMOBILIARIAS;11.0;1.0;28/08/1952;66.0;Peque̱a empresa / Small-size Company;;Lima;Lima;V6 jSn6da;PRIVADA;0.063276472;;;;;;;7556;8214;;6072;7280,666667;;;;;3514613;3514613;;;;;3884572;3884572;;;;;9500000;9500000;;;;;10499999;10499999;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;3,4;3,9;0;0;0;0;2,4;2,6;2,3;3,3;1,79;8;28600832101;09/03/1993;31/12/9999;28/08/1952;70109
70396280945;R;70396280945;20161184;;NEGOCIO;03/08/1993;7414;CONSULTORIAS Y SERVICIOS;;1.0;01/08/1980;38.0;Peque̱a empresa / Small-size Company;;Lima;Lima;0VC gh491V;PRIVADA;0.09858752800000001;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4454,47;7424,12;28036,95;1596,6216;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;09/03/1993;31/12/9999;;74145
31011281712;R;31011281712;84082160;;NEGOCIO;03/06/1998;5234;COMERCIALIZADORAS;;1.0;01/06/1992;26.0;Peque̱a empresa / Small-size Company;;Loreto;Maynas;s4P0P3G;PRIVADA;0.121266025;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;643340;0;0;0;0;796810;816877;125390,3889;0;0;0;0;0;0;0;0;0;0;0;19430;0;0;0;0;18066;13548;2835,777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67171;3731,722222;0;0;0;0;0;0;0;0;0;0;111220;0;0;0;0;83758;67171;15420,52941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;616,8;35954,7;0;0;0;0;0;0;0;0;0;0;0;0;0;1462,86;;;;;;;;;;;1.746.987.952;;;;;2.156.928.293;2.016.941.835;538259825,5;0;0;0;0;0;0;0;0;0;0;0;8;31011281712;21/04/1993;31/12/9999;01/06/1992;52348
87547083806;R;87547083806;70397032;5996272692.0;NEGOCIO;19/02/2014;9241;ESPARCIMIENTO;24.0;1.0;15/04/1974;44.0;Peque̱a empresa / Small-size Company;;Lima;Lima;VlyDTbzR wM rYN59;PRIVADA;0.72892302;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;0;0;0;0;0;87202000;0;0;0;11879510;8743270;0;0;0;0;0;0;0;5990265,556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IMPORTADORA;1423,84;0;0;0;69163,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22312,07;0;0;0;4130,68;0;3881,1856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;3,4;3,9;0;0;0;0;9,2;8,2;1,3;11,5;3,75;8;87547083806;31/05/1993;31/12/9999;15/04/1974;92413
29117953336;R;29117953336;12657790;8492767568.0;NEGOCIO;05/11/2015;7511;ADMINISTRACION PUBLICA;;1.0;19/11/1992;26.0;;;Ayacucho;La Mar;KFalj jwjv;PRIVADA;0.016911088;;;;;;3610;;;;;3610;;;;8139535;;8139535;;;;9513742;;9513742;;;;23100000;;23100000;;;;26999999;;26999999;0;19395552,32;8809824;0;0;11495524;3002618;5982822;0;2437230;1934007;0;0;0;353752;0;0;0;2967296,073;0;3633490,62;4192901;0;0;8517332;1085679;4492198;0;0;115817;0;0;0;0;0;0;0;1224300,979;82585313,62;76609720;0;0;36871795;23942371;21846766;0;0;9720499;0;0;0;3176539;0;0;0;14152944,65;3115164,6;75498377;0;0;30861289;22343957;21258278;0;0;8188230;0;0;0;1152931;0;0;0;9554013,329;79470149,02;1111342;0;0;6010507;1598413;588488;0;0;1532268;0;0;0;2023608;0;0;5431457,354;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1177322;913449,23;0;0;0;0;0;0;0;0;0;0;0;0;0;83630,8492;1.166.388.004;5.553.630.642.999.990;;;2.759.875.649;4.858.937.922;2.113.152.345;;;14.144.326.669.999.900;;;;0.0;;;;1,3132E+15;0;0;0;0;4,4;0;5,3;3,6;10,5;3,9;2,77;8;29117953336;25/09/1993;31/12/9999;19/11/1992;75113
46296008480;R;46296008480;72637098;6536080052.0;NEGOCIO;06/10/1994;5139;COMERCIALIZADORAS;5.0;1.0;04/03/1994;24.0;Peque̱a empresa / Small-size Company;;Lima;Lima;hYI;PRIVADA;0.143505196;;;;;;;;;;;0;;;;;;0;;;;;;0;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;3354460;3292790;0;0;0;0;0;369291,6667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IMPORTADORA;95852,54;129523,84;139451,15;321426,96;261646,95;281951,5;246354,65;323252,59;368833,95;546944,08;342677,67;463557,89;412375,94;413018,95;214354,38;144106,33;179212,42;154691,95;140501,04;138171,3;175426,12;310590,84;446301,6;366638,95;0;264674,5436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;-;-;10/03/1994;31/12/9999;04/03/1994;51395
